id,text,rating,date,source,app,cleaned_text,word_count,language,sentiment_label,aspects
ef0a7235-6096-4c8b-b843-eaa92420261f,fantastic apps for unifi payment 👏,5,2026-05-22 02:00:01,play_store,MyUnifi,fantastic apps for unifi payment 👏,6,ca,positive,[]
107eddbd-50f1-42c6-be56-cb7f269b9164,"very poor & unfriendly, please upgrade",2,2026-05-15 10:26:50,play_store,MyCelcomDigi,"very poor & unfriendly, please upgrade",6,en,negative,[]
815593f1-042d-4296-8526-464a6cdd3304,Worst telco service provider ever!!,1,2024-09-18 08:32:04,play_store,Yes5G,Worst telco service provider ever!!,5,en,negative,[]
df493700-8419-4d8a-bd18-0933c75f0b16,"Very good user experience! Superb upgrade from the last version. Feel faster and smoother. Being Time user myself from 2018, I love the new wifi management feature. Give the designers and dev team 10 stars for incredible effort!",5,2024-06-04 01:55:46,play_store,TIMESelfCare,"Very good user experience! Superb upgrade from the last version. Feel faster and smoother. Being Time user myself from 2018, I love the new wifi management feature. Give the designers and dev team 10 stars for incredible effort!",38,en,positive,[]
b95c2e15-c5cd-4a05-9885-cafda3eeec12,Hye knp sy pny maxis asyik x ada line ya????sdgkn d kwsn bndar dan sy gunakan postpaid.rugi klu buln² byr tp x ada line.bgs tkr blik pigi prepaid,1,2025-02-23 04:07:11,play_store,MyMaxis,Hye knp sy pny maxis asyik x ada line ya??sdgkn d kwsn bndar dan sy gunakan postpaid.rugi klu buln² byr tp x ada line.bgs tkr blik pigi prepaid,28,id,negative,[]
d60108ed-91b5-4275-83a1-2d960a25a874,"after the maintenence,it even more worst,just use back the old version is enough,if this maintenence is even more worst ,no need to maintenence,after maintanence the app is keep lagging while active it.wasting my time only",1,2026-05-01 00:07:10,play_store,MyCelcomDigi,"after the maintenence,it even more worst,just use back the old version is enough,if this maintenence is even more worst ,no need to maintenence,after maintanence the app is keep lagging while active it.wasting my time only",35,en,negative,"['speed', 'app_usability']"
1247a3de-c4c5-41b2-85bb-f83d6995c3a1,takde tulis masa tamat internet,3,2026-05-30 06:08:37,play_store,MyCelcomDigi,takde tulis masa tamat internet,5,id,neutral,[]
9e079896-fdea-4e38-bd1a-f7ec0d679078,why don't have the rewards section anymore ?,3,2026-03-13 04:03:49,play_store,MyUnifi,why don't have the rewards section anymore ?,8,en,neutral,[]
ab140659-aec5-49df-95e9-71196b4c3d79,"Tidak dapat login,dah masuk no tel dan password yang betul.kenapa ya? sblum ni ok ja",5,2025-07-29 11:55:23,play_store,Yes5G,"Tidak dapat login,dah masuk no tel dan password yang betul.kenapa ya? sblum ni ok ja",15,id,positive,['app_usability']
b4c18b01-878c-4adb-82e8-67365174d0ff,"macam mana nak bagi five star?guna Telco Umobile bila data kurang nak tanya apa pun tak boleh.habis nak tanya dengan sapa?? tanya sama*118#dia cakap muat turun Umobile app tanya sini asyik pusing pusing,,",3,2025-06-20 13:25:38,play_store,MyUMobile,"macam mana nak bagi five star?guna Telco Umobile bila data kurang nak tanya apa pun tak boleh.habis nak tanya dengan sapa?? tanya sama*118#dia cakap muat turun Umobile app tanya sini asyik pusing pusing,,",33,id,neutral,['app_usability']
ca41c131-b73f-42d2-bb41-5f2f39f661a5,Tak boleh pakai punya apps... Nak berhubung dekat staf dia pon tak boleh.. Dok letak computer memanjang... Nak cerita pasal masalah pon tak boleh.... Bengong. Baik pakai celcom jeee... Dari u mobile ni...,1,2024-12-16 04:33:06,play_store,MyUMobile,Tak boleh pakai punya apps.. Nak berhubung dekat staf dia pon tak boleh.. Dok letak computer memanjang.. Nak cerita pasal masalah pon tak boleh.. Bengong. Baik pakai celcom jee.. Dari u mobile ni..,33,id,negative,[]
a6229f22-37c3-492b-a37e-cf6b7798daef,"saya beli simkad an.. Penjaga kedai kata dia dah aktifkan sim dia. tapi dah lebih 1 hari langsung x aktif. saya try register sendiri dia kata ""invalid"" pulak🥰",3,2025-05-18 15:16:11,play_store,MyUMobile,"saya beli simkad an.. Penjaga kedai kata dia dah aktifkan sim dia. tapi dah lebih 1 hari langsung x aktif. saya try register sendiri dia kata ""invalid"" pulak🥰",28,id,neutral,[]
afa6ecbb-d83a-4117-8538-c7ad6e359302,Coverage only in a few places avaible.some places not avaible at all.so badly inconvinent..abd every weekend it getting slow in services espcially the internet coverage,3,2025-11-24 06:51:36,play_store,Yes5G,Coverage only in a few places avaible.some places not avaible at all.so badly inconvinent..abd every weekend it getting slow in services espcially the internet coverage,25,en,neutral,"['coverage', 'speed']"
c7dc9aee-2761-4815-9ad7-9cc418d14082,bad app. do not install,1,2022-01-08 07:45:26,play_store,MyMaxis,bad app. do not install,5,it,negative,['app_usability']
3d82ba0c-c494-4cdf-980b-c0663401e419,xboleh nak tekan button activate sim.,1,2025-12-21 10:05:19,play_store,Hotlink,xboleh nak tekan button activate sim.,6,id,negative,[]
3732382a-db77-424c-8445-a96a0851d189,A blank page appears when clicking hotlink icon on Vivo Y27. colorOS. The home button appears to crash. still blank pg 38nov,1,2025-11-28 14:07:11,play_store,Hotlink,A blank page appears when clicking hotlink icon on Vivo Y27. colorOS. The home button appears to crash. still blank pg 38nov,22,en,negative,['app_usability']
b2fc2d61-1749-43e6-84cd-6acea7eaad8c,dah kenapa tak login pulakkk nii...nak langgan internet pon tak bolh,3,2025-07-31 16:18:58,play_store,Yes5G,dah kenapa tak login pulakk nii..nak langgan internet pon tak bolh,11,id,neutral,['app_usability']
15bff271-a419-47d1-8d01-c98fde07e97a,Cuma kene ada fungsi boleh lihat akaun2 lain. Seperti vision yang lama,3,2026-03-04 03:58:00,play_store,MyUnifi,Cuma kene ada fungsi boleh lihat akaun2 lain. Seperti vision yang lama,12,id,neutral,[]
fec8556a-febd-47b5-b1e8-07b2fc3277a2,1 je nak ckp..nk buat apps bg laa function elok2...,1,2023-04-24 23:14:35,play_store,MyMaxis,1 je nak ckp..nk buat apps bg laa function elok2..,10,hu,negative,[]
8e7067c7-a655-4ca1-aad5-c31a4b69d585,formal digi app more user-friendly。and very slow,3,2026-05-30 12:31:12,play_store,MyCelcomDigi,formal digi app more user-friendly。and very slow,7,no,neutral,"['speed', 'app_usability']"
9ffe32b5-c373-450a-b6a6-07dabd01acd5,unable to login to unifi app,1,2026-04-08 05:20:18,play_store,MyUnifi,unable to login to unifi app,6,it,negative,['app_usability']
e355aa7a-f3ba-4482-af64-7612bfb2135d,Supeb apps. A lot of reward and info for the user. Easy to use. User friendly.,4,2022-01-09 14:24:39,play_store,MyMaxis,Supeb apps. A lot of reward and info for the user. Easy to use. User friendly.,16,en,positive,[]
f490656c-197c-4ed1-9cc7-4ae0f3c64881,the line not good to all space,3,2025-07-25 07:27:16,play_store,Yes5G,the line not good to all space,7,en,neutral,[]
15010ff8-d383-4d9b-98f5-c1ad4c42eb2c,"the hotlinkmu package that I looking for sometime showup sometime disappear, hard to maintain my budget",3,2025-05-21 02:06:26,play_store,Hotlink,"the hotlinkmu package that I looking for sometime showup sometime disappear, hard to maintain my budget",16,en,neutral,[]
52fb4daa-648e-4643-ab3f-3ebe5261adcf,"It's been years I've been using Umobile, eh why you getting slower these days ya? I'm currently studying at Kuala Terengganu and OMG YOUR LINE IS SO SLOW. IT'S GETTING ON MY NERVES FR. PLEASE LA FIX OR DO SOMETHING. Before this, elok aja laju, ni makin lama makin slow ABENDA???",1,2024-12-24 09:47:47,play_store,MyUMobile,"It's been years I've been using Umobile, eh why you getting slower these days ya? I'm currently studying at Kuala Terengganu and OMG YOUR LINE IS SO SLOW. IT'S GETTING ON MY NERVES FR. PLEASE LA FIX OR DO SOMETHING. Before this, elok aja laju, ni makin lama makin slow ABENDA??",51,en,negative,['speed']
ae2d816f-3baf-4686-95ac-a684f67add14,Why did you need a welcome screen to confirm I am the user for the app?,3,2026-06-01 01:13:41,play_store,MyCelcomDigi,Why did you need a welcome screen to confirm I am the user for the app?,16,en,neutral,['app_usability']
af8c80a7-c01a-4ac5-bcac-6208f227532c,"leceh la apps ni. simkad masuk modem router. bil bulan² bayar di apps ni, so apps ni buka sebulan sekali shj. tak log out pun akan auto log out. pastu nak log in balik kena masuk nombor tac yg dpt di nombor fon. dah jadi kerja plk nak kena keluarkan simkad tu. habis kontrak mmg taknak dah pakai hotlink",3,2025-09-29 04:53:31,play_store,Hotlink,"leceh la apps ni. simkad masuk modem router. bil bulan² bayar di apps ni, so apps ni buka sebulan sekali shj. tak log out pun akan auto log out. pastu nak log in balik kena masuk nombor tac yg dpt di nombor fon. dah jadi kerja plk nak kena keluarkan simkad tu. habis kontrak mmg taknak dah pakai hotlink",59,id,neutral,['billing']
ad4d2561-ae91-4c24-9eea-756033673dc8,Just a few comments from me aku rasa apps mydigi yang lama tu lagi baik dari yang sekarang! Apps celcomdigi ni sumpah aku boleh cakap LEMBAB tak kisah la line Dh 5G ke pakai wifi ke tetap LEMBAB hope la lepas ni ada upgrade fix semua masalah bug and kalau boleh buat kan je la sama macam mydigi yang dlu tu cepat respond and tak kebab sekian dari penggunan celcomdigi apps ni,1,2026-05-17 12:35:51,play_store,MyCelcomDigi,Just a few comments from me aku rasa apps mydigi yang lama tu lagi baik dari yang sekarang! Apps celcomdigi ni sumpah aku boleh cakap LEMBAB tak kisah la line Dh 5G ke pakai wifi ke tetap LEMBAB hope la lepas ni ada upgrade fix semua masalah bug and kalau boleh buat kan je la sama macam mydigi yang dlu tu cepat respond and tak kebab sekian dari penggunan celcomdigi apps ni,72,id,negative,"['speed', 'app_usability']"
e006564d-2190-4ecf-881d-1bfc3a79b57f,"Log in also cannot, how can paybill?",1,2022-11-21 03:45:39,play_store,MyMaxis,"Log in also cannot, how can paybill?",7,en,negative,[]
5402f1cf-fbc2-456f-ad9f-e44cbd5c3f80,"why do I have to face the internet connection twice like there is no line? It's been like this twice, I have internet but I can't use it at all. can't open apps, can't use like my number, no internet. if you want to repair the system, give a notification at least. it died like that, I still have a lot of internet but I can't use it. restore my internet line.",3,2023-07-21 13:37:40,play_store,Yes5G,"why do I have to face the internet connection twice like there is no line? It's been like this twice, I have internet but I can't use it at all. can't open apps, can't use like my number, no internet. if you want to repair the system, give a notification at least. it died like that, I still have a lot of internet but I can't use it. restore my internet line.",72,en,neutral,[]
9ab4a82a-f94e-49cd-98f1-81c4caf18238,Seemless and intuitive app. Easy to use. Interface looks proper and well-developed. Stable and no glitch compared to other telco app.,5,2025-01-08 07:33:06,play_store,Yes5G,Seemless and intuitive app. Easy to use. Interface looks proper and well-developed. Stable and no glitch compared to other telco app.,21,en,positive,['app_usability']
41b39116-b27d-4880-8972-b8512e24772e,"The longer I use Maxis, the more expensive the prices offered become. But the only things here never disappoint me is the internet quite fast enough, but else i take a bow for the price time to time I use it.",1,2025-07-13 08:49:09,play_store,Hotlink,"The longer I use Maxis, the more expensive the prices offered become. But the only things here never disappoint me is the internet quite fast enough, but else i take a bow for the price time to time I use it.",41,en,negative,"['speed', 'billing']"
3a339762-abb6-40df-933f-e8ce30b3d6db,had trouble trying to top up. had to try again 3hr later before getting it done successfully.,4,2026-06-06 02:25:15,play_store,MyCelcomDigi,had trouble trying to top up. had to try again 3hr later before getting it done successfully.,17,en,positive,[]
4d3b67bb-4490-415e-820d-91d8271bcd59,"What can i say is, U Mobile line always slow...Digi and Halo Talco more fast...Its better to stop using U Mobile.",1,2025-08-15 13:16:02,play_store,MyUMobile,"What can i say is, U Mobile line always slow..Digi and Halo Talco more fast..Its better to stop using U Mobile.",21,en,negative,['speed']
910b19f6-5cc1-4881-b7c7-c2e0361a0b48,I cannot enter myunifi app,5,2026-03-15 15:32:37,play_store,MyUnifi,I cannot enter myunifi app,5,it,positive,['app_usability']
98f91d70-d6c1-461f-9cec-bbfd41a65fd3,Bapak anjir babi sial. nk claim data yg shopee bgi kena beli data dulu. baik aku beli unlimited data terus.. bodoh setan iblis,1,2023-06-08 07:54:03,play_store,Yes5G,Bapak anjir babi sial. nk claim data yg shopee bgi kena beli data dulu. baik aku beli unlimited data terus.. bodoh setan iblis,23,id,negative,[]
536e23e3-6df9-44af-956d-bdd5839962b7,It not working activate sim for barcode,1,2025-06-15 05:59:08,play_store,Hotlink,It not working activate sim for barcode,7,en,negative,[]
ae0876d1-57e8-4601-b956-23e2bd5de5cf,why can't I get the login code? please help me with this I can't buy Internet 😭,2,2025-04-30 11:32:58,play_store,Hotlink,why can't I get the login code? please help me with this I can't buy Internet 😭,17,en,negative,['app_usability']
9a164647-81c3-4ae7-a6bc-025a18a832e9,payment page doesn't load... almost a whole month and still not fixed,1,2025-10-28 21:16:59,play_store,MyUMobile,payment page doesn't load.. almost a whole month and still not fixed,12,en,negative,[]
0abf5bfc-092e-4046-8727-19d29fe7def9,Can't even load to see my plan,1,2025-11-13 00:33:45,play_store,TIMESelfCare,Can't even load to see my plan,7,en,negative,['billing']
e0480d0a-9d67-40c5-9b14-388ddbb953d3,"i hate the system. okay i have selected skip but the system still pay the promo data, bro like im not even click buy or add on smth..",3,2025-09-07 04:58:07,play_store,MyUMobile,"i hate the system. okay i have selected skip but the system still pay the promo data, bro like im not even click buy or add on smth..",28,en,neutral,['billing']
6718b331-7a36-47cb-bd41-6c7ee765e5f2,"Prety seamless experience, verry simple Ui, only low information on what you buy on the app, otherwise a good user friendly app.",4,2025-12-13 01:56:20,play_store,Yes5G,"Prety seamless experience, verry simple Ui, only low information on what you buy on the app, otherwise a good user friendly app.",22,en,positive,['app_usability']
b4c90f09-6c79-4aeb-b4da-f7837463fbe9,app is not opening and keep crashing.reported to umobile but no response.,1,2026-04-14 01:51:54,play_store,MyUMobile,app is not opening and keep crashing.reported to umobile but no response.,12,en,negative,['app_usability']
eb037f27-2a78-466f-9212-cf3c37b66c90,moree problem better old apps mydigi...,1,2026-05-02 06:14:15,play_store,MyCelcomDigi,moree problem better old apps mydigi..,6,no,negative,[]
be0a75ac-b2fc-4e50-b6ed-244a79d08f14,This apps can give processing for YES users.,4,2023-10-12 01:17:10,play_store,Yes5G,This apps can give processing for YES users.,8,en,positive,[]
b1b66d55-9e56-444b-9de4-4b5efae30844,Empty function. Not functional. Wifi management did not work. Only display bill amount. Only interested about bill. The rest - nil.,1,2022-11-20 09:25:11,play_store,MyMaxis,Empty function. Not functional. Wifi management did not work. Only display bill amount. Only interested about bill. The rest - nil.,21,en,negative,['billing']
2ba20277-25ef-4dff-9b52-51707cc4d5b6,"very good app, please make internet smoother at area perdalam perkampungan.",5,2025-06-21 01:20:26,play_store,MyUMobile,"very good app, please make internet smoother at area perdalam perkampungan.",11,en,positive,"['coverage', 'app_usability']"
fb01e0ff-43bc-490b-8a2d-4c8bbb291c1d,"Smooth je guna, tak payah pening-pening. Urusan akaun pun senang. Cuma pastikan app tu dah update paling latest.",5,2026-03-05 23:03:08,play_store,MyUnifi,"Smooth je guna, tak payah pening-pening. Urusan akaun pun senang. Cuma pastikan app tu dah update paling latest.",18,id,positive,['app_usability']
20208608-7060-4c34-9d45-a8ce489c6293,great app..but this month no kfc vaucher?,5,2025-05-03 00:47:20,play_store,Hotlink,great app..but this month no kfc vaucher?,7,en,positive,['app_usability']
494b81f9-d2dd-409c-94e8-dd18eee15ea5,apps baru ni menyusahkan btul..nk byr bil pun ssh..xde history .nk cek bil nk byr kt mne pun x tau...,1,2026-02-13 15:07:09,play_store,MyUnifi,apps baru ni menyusahkan btul..nk byr bil pun ssh..xde history .nk cek bil nk byr kt mne pun x tau..,20,id,negative,[]
c806a21a-60fd-4e06-84ea-f1fe0ce7964b,"apps entah apa2..menyusahkan...tolong adakan semula call centre bila org nak buat report berkaitan line internet atau talian telefon.... apps menyusahkan, x membantu langsung.",1,2026-03-01 11:29:20,play_store,MyUnifi,"apps entah apa2..menyusahkan..tolong adakan semula call centre bila org nak buat report berkaitan line internet atau talian telefon.. apps menyusahkan, x membantu langsung.",23,id,negative,[]
8c094bc6-7e98-4f4a-8d0b-bbfdfa08bd6c,"teruk line sampai tunggu lama nak buka app ini, malu nak recommend kepada kawan³, takut kena hina nanti",1,2026-05-04 13:03:52,play_store,MyCelcomDigi,"teruk line sampai tunggu lama nak buka app ini, malu nak recommend kepada kawan³, takut kena hina nanti",18,id,negative,['app_usability']
5470f114-18e6-457c-833d-31baf8172925,not even function when wants to pay bill...THEY ARE NOT EVEN TRYING TO IMPROVE IT...ki-,1,2025-08-01 08:35:14,play_store,MyUMobile,not even function when wants to pay bill..THEY ARE NOT EVEN TRYING TO IMPROVE IT..ki-,15,en,negative,['billing']
f2a35c8e-3648-4d3a-9635-1c4298662a9b,apps cam celaka lembap nk mampus menyusahkan orang je,1,2026-06-08 16:11:03,play_store,MyCelcomDigi,apps cam celaka lembap nk mampus menyusahkan orang je,9,id,negative,[]
0f155707-a508-46f3-8ef1-f645ad293e09,tak faham.. asyik tukar apps to something new and log us out of the application. with the recent update lagi cam gampang semuanya error. masuk email tak ada details account yang linked with the email and number.. bila kita nak linked error. logout and choose to pay via quick access pon error.,1,2026-02-02 02:21:21,play_store,MyUnifi,tak faham.. asyik tukar apps to something new and log us out of the application. with the recent update lagi cam gampang semuanya error. masuk email tak ada details account yang linked with the email and number.. bila kita nak linked error. logout and choose to pay via quick access pon error.,52,en,negative,['app_usability']
c26765d9-8152-4cd2-b114-854b1d626811,"the app keep on send repeating notification, not really comfortable.",4,2026-02-21 07:17:33,play_store,MyUMobile,"the app keep on send repeating notification, not really comfortable.",10,en,positive,['app_usability']
7af6b7c3-13f6-4cba-8206-3aa0c3621574,disgusting sim company I can buy every month high package 24 Mbps but I can use 100-200 kbps next month I can change my network,1,2025-05-27 16:04:59,play_store,MyUMobile,disgusting sim company I can buy every month high package 24 Mbps but I can use 100-200 kbps next month I can change my network,25,en,negative,['speed']
aa1ec0d4-8039-4aaf-b789-d13a9d4a4f62,"Blood hell the internet is good, but the maintenance is the slowest shik I ever seen and the customer service ARE SUCK. I want to talk to a real person not some robot, does it 2 two days to fix the line I have WORKS TO DO.",3,2025-10-11 08:18:10,play_store,Hotlink,"Blood hell the internet is good, but the maintenance is the slowest shik I ever seen and the customer service ARE SUCK. I want to talk to a real person not some robot, does it 2 two days to fix the line I have WORKS TO DO.",47,en,neutral,['customer_support']
5055ad7e-6d5a-4696-a672-067514079e66,boleh lah tapi Fub untuk FT5G unlimited data RM30 berapa pula masih 100GB FUB ke atau dah berkurang ke 60GB FUB limit tu??,3,2024-08-30 06:37:11,play_store,Yes5G,boleh lah tapi Fub untuk FT5G unlimited data RM30 berapa pula masih 100GB FUB ke atau dah berkurang ke 60GB FUB limit tu??,23,id,neutral,[]
6e1589cf-9033-4eec-999e-301ba90f8350,"penyesalan yg pling lama aq tanggung bebannya adalah btukar ke YES. Bnyak tempat langsung tak de Line Bila Kerja Selalu OS.. cth - Cherating, Kuala Gandah..Huhu Pling Dekat Petronas Genting Sempah Pn Xde Coverage .. Nak Lagi Dekat? RNR Lepas Toll Putrajaya Link Arah KL. Fedback Ni Bkn Mburukkan, Taknak Bagi Org Lain Yg Kerja OS Terkena Mcm Sy..",3,2026-03-04 08:09:37,play_store,Yes5G,"penyesalan yg pling lama aq tanggung bebannya adalah btukar ke YES. Bnyak tempat langsung tak de Line Bila Kerja Selalu OS.. cth - Cherating, Kuala Gandah..Huhu Pling Dekat Petronas Genting Sempah Pn Xde Coverage .. Nak Lagi Dekat? RNR Lepas Toll Putrajaya Link Arah KL. Fedback Ni Bkn Mburukkan, Taknak Bagi Org Lain Yg Kerja OS Terkena Mcm Sy..",59,id,neutral,['coverage']
ae25ed27-d4a8-4986-92d7-1b64ac41ffdd,"certain areas no service ,very disappointed",3,2023-11-28 00:48:10,play_store,Yes5G,"certain areas no service ,very disappointed",6,en,neutral,['coverage']
9eeea297-babe-4e30-9e06-f51d8ee91552,"take your cust money for an internet, but your cust Don't get the internet, you take the money but no internet wtfish?",1,2025-05-08 10:17:50,play_store,Hotlink,"take your cust money for an internet, but your cust Don't get the internet, you take the money but no internet wtfish?",22,en,negative,[]
216b6b04-e3d5-46c4-878f-95fc741d088c,Maxis apps is quite easy to use and got a good features.,5,2025-12-22 08:03:08,play_store,Hotlink,Maxis apps is quite easy to use and got a good features.,12,en,positive,[]
da2e2b54-7d5d-476a-8c61-5bbf6f1469bf,after 12 midnight always off server.. lolzz.. cannot login the apps... poor yes servis,1,2024-03-17 15:33:16,play_store,Yes5G,after 12 midnight always off server.. lolzz.. cannot login the apps.. poor yes servis,14,en,negative,['app_usability']
30af61ba-4743-4a3b-bbf0-6e5b6cf16cbf,"Useless appalication cant even log in, OTP sent is always invalid.",1,2026-03-31 13:48:40,play_store,MyUnifi,"Useless appalication cant even log in, OTP sent is always invalid.",11,en,negative,[]
ef3836cb-0302-403e-a3bb-1626e30d225f,"Bagus, tapi Ada Yang saya tak suka. Kenapa saya sudah beli data unlimited tapi tetap loading.",3,2023-07-16 07:33:29,play_store,Yes5G,"Bagus, tapi Ada Yang saya tak suka. Kenapa saya sudah beli data unlimited tapi tetap loading.",16,id,neutral,[]
4a52cb21-c484-4b59-b40d-426df980ea76,Dont ever use Yes Their connection is bad to the point that sometimes you even receive OTP and no phone calls will go through at all you will only receive messages later saying you have 5-6 missed calls. Their internet coverage is also very poor I've used two phones and it is still the same,1,2024-12-13 23:49:32,play_store,Yes5G,Dont ever use Yes Their connection is bad to the point that sometimes you even receive OTP and no phone calls will go through at all you will only receive messages later saying you have 5-6 missed calls. Their internet coverage is also very poor I've used two phones and it is still the same,55,en,negative,['coverage']
11a15513-196c-4665-a480-9f9d09782181,update is garbage. all linked accounts gone,1,2026-01-28 05:55:35,play_store,MyUnifi,update is garbage. all linked accounts gone,7,en,negative,['app_usability']
168beb0e-7fe3-4ec0-919a-73309a206522,"my second apps for favorite Telco, easy to use",5,2025-06-25 14:12:52,play_store,Hotlink,"my second apps for favorite Telco, easy to use",9,en,positive,[]
47731021-62c9-4500-a88a-fd39288290f6,Senang nak semak bill dan buat bayaran dalam 1 apps,5,2026-01-26 19:48:05,play_store,MyUnifi,Senang nak semak bill dan buat bayaran dalam 1 apps,10,id,positive,['billing']
9bdb2c1c-ad4a-4361-90d1-2c814b6a6722,Even though I am new to this app somehow guides smoothly without any hassle free. Keep it up celcomdigi.,5,2026-06-07 11:00:14,play_store,MyCelcomDigi,Even though I am new to this app somehow guides smoothly without any hassle free. Keep it up celcomdigi.,19,en,positive,['app_usability']
065770e6-8171-40cf-8fc0-a054f26cd7d4,"Baik tak payah update lah, elok2 boleh login sekarang ni, ni minta acc number apa pulak lah, smpai sekarang sangkut, buat app menyenangkan org bukan susah kan, adoii",1,2026-02-27 13:42:55,play_store,MyUnifi,"Baik tak payah update lah, elok2 boleh login sekarang ni, ni minta acc number apa pulak lah, smpai sekarang sangkut, buat app menyenangkan org bukan susah kan, adoii",28,id,negative,['app_usability']
973f4c2d-1d75-4ee5-a8f9-1290857461e5,"So far, the application has been functioning effectively with my S4+. The features are commendable. Their support is also excellent. All issues have been handled professionally.",5,2024-08-23 10:29:23,play_store,Yes5G,"So far, the application has been functioning effectively with my S4+. The features are commendable. Their support is also excellent. All issues have been handled professionally.",26,en,positive,['customer_support']
166da29a-91d5-4374-a2bb-257d9adf73d4,"Internet lain tak baik, sangat slow dan network kurang puchong utama, kawasan balai polis",1,2025-09-03 04:25:44,play_store,MyUMobile,"Internet lain tak baik, sangat slow dan network kurang puchong utama, kawasan balai polis",14,id,negative,"['coverage', 'speed']"
62f20223-1a23-42a7-90b1-d3b90f90cc9e,"App is slow to load, especially the Manage home wifi section. Always hang for a very long time.",3,2024-10-23 23:09:11,play_store,MyMaxis,"App is slow to load, especially the Manage home wifi section. Always hang for a very long time.",18,en,neutral,"['speed', 'app_usability']"
40542d79-0769-4640-882d-54726a6dfc4d,"Good service, easy payment, more information and user friendly app and awesome 👍🏻",5,2025-11-13 12:17:25,play_store,MyUnifi,"Good service, easy payment, more information and user friendly app and awesome 👍🏻",13,en,positive,['app_usability']
ca093d60-a0fc-4f91-a750-d83a529ab6df,Propose myyes apps developer to upgrade into ai chatbot to give user to have more convenient and more satisfy service !,5,2024-10-07 14:55:29,play_store,Yes5G,Propose myyes apps developer to upgrade into ai chatbot to give user to have more convenient and more satisfy service !,21,en,positive,[]
fa657425-6585-43ee-9686-38814b62dabb,"The online payment page sometimes dead and you can't pay online banking due to missing link to their client page. Whoever their devs are clearly have no idea what they are doing since it took them 2 months to fix it. I can fix it easily for 2 days with some little coding experience myself. This page down situation happens a lot and their company probably don't wanna hire another better devs cause they want to cut cost. Very scum company. Also, any complaints are ignored and replied with scripts.",1,2023-03-24 03:40:25,play_store,MyMaxis,"The online payment page sometimes dead and you can't pay online banking due to missing link to their client page. Whoever their devs are clearly have no idea what they are doing since it took them 2 months to fix it. I can fix it easily for 2 days with some little coding experience myself. This page down situation happens a lot and their company probably don't wanna hire another better devs cause they want to cut cost. Very scum company. Also, any complaints are ignored and replied with scripts.",90,en,negative,['billing']
58de8061-b67c-4030-a1ef-5bda86198b08,"87%—Great network + decent plan range, held back mostly by app reliability/UX.",5,2026-05-25 05:35:39,play_store,MyCelcomDigi,"87%—Great network + decent plan range, held back mostly by app reliability/UX.",12,en,positive,"['billing', 'app_usability']"
