id,text,rating,date,source,app
lowyat_3803865_7,"Yeah, I'm a bit worried about that too. What happens if it shuts down? Can we still MNP to another telco?",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_8,Yes you can still MNP to other Telco. They will inform a month before termination of their service,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_9,"Depends on what you're looking for. For me currently, I'm looking at either Buzzme or Digi. What I want is the cheapest upkeep cost, long validity and always-on Whatsapp (ie: any data even low speed is OK).",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_10,The statements below is based on the assumption that the intended user is a passive user (one who requires a line for receiving calls with minimum out calls/sms/data). XOX offers the same 28 months validity plus the option for 1 year extended validity @ RM25 (no further topup required). OneXOX does not have 1year extended validity option. The only way to extend after the 28 months is by reloading (and also user-get-user can work too but what if all your referrals are also passive user? ). Another way is to mnp out to another and back in the next day .....,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_11,It is impossible to reach the 28 months validity/ expired bcos the validity will be extended with every topup.,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_12,"On the contrary, it is very much possible to have the 28 moths validity expires by way of : 1. Parking a number and forget about it for the next 28 months 2. Passive users who requires a number just for receving call and sms ( mnp to get rm5 preloaded credit and 28 months validity = cheap!) Doesn't oneXOX promotes maximum savings? The two above is already substantial savings for some .....",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_13,That's good to hear. Not so worried now.,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_14,"Thanks UN1T3D, you've been very helpful with my questions. Not just here but other threads as well.",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_15,"Tron Validity 365 days with a min reload RM10 Internet: Daily RM1 30MB,Weekly RM5 150MB,Monthly RM10 200MB Unlimited *Note - unlimited @ 32kbps after quota **TnC - unlimited means confined to the amount of data subscribed i.e. 30MB, 150MB, 200MB Rates: 20/min 10/sms Data PAYU: 10sen/MB ***Note - Normally one session of PAYU has 3 connection, thus it is more like 30sen/MB. DIGI standard. Friends & Family: 1st 10 seconds FREE (On net only) On-Net (12 lines) 10 cents / Minute Off-Net (3 lines) 16 cents / Minute Port-In Charges: Top-up RM30 Free admin fee only, otherwise RM10 admin fee and RM9 for a new Tron SIM card. Offers: Seasonable promotion (Topup RM100, free RM25, free 150min on-net). Every few months the promotion changes, but fundamentally they are the same. http://www.tron.com.my/tron-lite-sim/rates/ http://www.tron.com.my/tron-lite-sim/whats-new/ The plan may not be better than some mentioned here. But it offers flexibility. Daily, weekly, monthly plan on top of 365 validity, plus free calls and first 10seconds free if Friends and Family. The plan is superb if you need two of them, one needs monthly plan, the second totally just for receiving calls and making those 10 second calls to the first number. Pay RM100, get RM125 can use one year internet at RM10 monthly (200MB 3G speed +200MB @32kbps). Hope the information helps. As mentioned, there is no one plan better than all the rest in all aspects. Extra: Can talk time transfer with just 50sen total costs. Can totally disable PAYU by writing to TRON to fully disable Internet but then cannot subscribe to any plans and thus no internet in case of emergency. This post has been edited by password8431 : Dec 20 2015, 03:58 PM",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_16,"http://www.xiddig.net/ xiddig is tron clone everything is same. the different is unlike tron, xiddig have online reseller to buy sim card and reload.",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_17,Good thread. Thanks for sharing,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_18,"Indeed, even after the recent changes to rates, they are exactly the same. Probably the only difference I can see from the web sites are the Top Up Promotions, and the Reload channels (7 Eleven)",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_19,Very useful info for beginners,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_20,https://forum.lowyat.net/index.php?showtopic=3624776&hl=,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_21,Which of the MVNO have international roaming ? And are there more details on what these MVNO backbone are ? I know TuneTalk was with Maxis and currently Celcom I think .. this info will be good to check their coverage. Thanks.,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_22,"Tune Talk is majority owned by Celcom Axiata Berhad and Tune Group Sdn Bhd, with 35% and 25.1% respectively.",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_23,Good to know. Anyone knows the rest of the MVNO ?,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_24,"Updated 1st post with some usage examples: Digi New Best v1 Prepaid Load RM50 - SLL RM38 - IDDC RM10 = RM2 Credit (1 yr validity & 12GB/year 64kbps internet) BuzzMe Load RM50 - V365 RM38 - 200mb Data RM5 = RM7 Credit (1 yr validity & 200mb/year) Load RM70 - V365 RM38 - 1GB Data RM25 = RM7 Credit (1 yr validity & 1GB/year) TuneTalk Load RM140 - V365 RM28 - Weekly Data RM104 = RM8 Credit (1 yr validity & 5.2GB/year) (Weekly data does not stack so will have to purchase every week) Altel Real Example: Load RM130 - V365#1 RM28 - Quarterly Data RM100 + Reload V365#2 RM30 = RM32 Credit (1 yr validity & 4GB/year) Some forum members have experienced that the credit validity follows the data validity or whichever is longer, if that's true then we don't need to purchase V365: Example: Load RM110 - Quarterly Data RM100 = RM10 Credit (1 yr validity & 4GB/year)",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_25,"Reading the Altel FAQ.. the quarterly is a current data promotion, extended from 30 days to 90 days for the 1GB. If this promotions becomes permanent, then you will have the option of 1GB or 2GB data plan. But that would mean topping up data every quarterly if V365 is not added. Wonder how long has the 1GB for 90days have been going on for ?",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_26,almost a year if i recalled correctly,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_27,"Long term promo .. nice. Do you know Altel is riding on which backbone ? Digi, Celcom or Maxis ? I have horrible signal and service with Digi so I am trying to avoid them totally, if possible.",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_28,"backbone = TM. same as digi and umobile network = most place celcom 2G 3G 4G, some place use own 4G B7",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_29,"As fat16 already mentioned, Altel is on Celcom 2G/3G/4G and in some areas their own 4G. I'm on Altel purely for data backup and i'm satisfied with it (so far very good). So, I topup exactly RM25 via pinless/easyreload for subscribing 1gb data plan. No need for altel365. The validity for rm25 topup is 45days, subscribing 1gb data plan will extend the validity to 90days (yes, for both credit and data validity). Best of luck.",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_30,Cool.. thanks for the info. I did not know Digi and uMobile was on TM backbone... interesting. I always thought Celcom was the only one on TM infra.,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_31,"This is great! Looking for a long validity mobile internet as backup only. Only use for light surfing and chat and waze. Spoke to their CS.  Details in post below. Gonna MNP to Altel soon. This post has been edited by elblink : Dec 28 2015, 09:40 PM",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_32,"Yup! Exactly as you said. I just called up their CS at this hour, still open and fast in getting thru to operator. 1GB valid for 90 days, balance will be burned. So we are looking at RM25/ 3months = RM8.33 / 333MB /month or 2GB valid for 90 days, RM42 / 3months = RM14 / 666MB /month No need to keep account active to enjoy the data I think umoble UMI needs to keep account active to use the data? like other telcos. The altel365 is upon 1st reload of rm50 in 1 single receipt to extend to 365 days from the day of reload. Then the RM50 credit can be used to buy data, calls, sms. It is not burned to extend validity like some telco. It's min RM53 in total with GST. When MNP got free 300MB data. Planning to MNP my xpax over to them soon. This post has been edited by elblink : Dec 28 2015, 10:43 PM",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_33,"Ultimately decided to go DiGi. Went to do my MNP from Hotlink to Best Prepaid at a DiGi Store on Jan 31. The entire process was exceptionally fast. I was in and out in 10 mins. The actual process took less than 3 mins. Quite impressed with their efficiency. I just gave the nice woman my number and IC. Told them my requirements. Heard some keyboard sounds and before she could finish explaining to me that I'll need to reply to the MNP SMS, the SMS already arrived on the phone. Collected my new SIM card from her. Now it's just a matter of waiting for the process to complete. Total cost: RM0. Update: MNP completed sometime in the early evening of Jan 1. Just over 24 hrs. Reloaded RM50 Purchased Super Long Life for 1 year validity - RM38 IDD Internet Club for always-on Whatsapp - RM10 Music Freedom for streaming from Spotify - RM0 Still left 11.51 credit. Dunno why the RM10 for Internet Club not deducted.",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_34,What is the USSD code for subscribing to IDD Internet Club? I am on New Best Prepaid V1.,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_35,One more thing. Can this free 64kbps mobile Internet of IDD Internet Club be used for other than social media apps like Whatsapp or Wechat? Like Waze or UBER?,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_36,I believe it's: *138*1#,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_37,"You can use it for anything but it will be incredibly slow. Loading Google.com takes about 2 mins though searches come up quite quickly after that, sans images. Uber might be usable. Waze no, Waze chokes even on EDGE.",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_38,"Thanks, got it!",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_39,I use Waze a lot. I don't think I should subscribe to the IDD Internet Club for the free 64kbps speed. I'll go for PAYU at 5sen/MB.,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_40,"wasap/telegram image take forever loading/sending. digi 64kbps not really 64kbps.  more like 28.8kbps analog modem speed. it free take it or leave it. with idd on, reload got free quota not valid",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_41,I was testing the speed at a food court earlier. Just 1 bar signal there and Speedtest was giving me around 29kbps. Now back at home and testing again and am getting much better speeds. I'll post some test results later.,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_42,"my experience while downloading image on whatsapp is actually pretty good, not blazing fast but it actually loads and within it loads like within a minute which is not bad considering the speed",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_43,It will take forever to load a 10MB video.,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_44,I don't think that it will load at all I'm using DiGi to act as a backup data and it has been serving me well ever since.,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_45,"I have to admit I'm confused about the results. I'm subscribed to DiGi's IDD Internet Club which is supposed to have 64kbps speed cap but I'm getting speeds up to 6mbps. At first I thought, maybe it's using PAYU instead of IDD Club so I checked the IDD Club quota and it's going down. PAYU quota is not moving at all and my credit is still the same. I also see the data usage being registered on mydigi. Also checked that I don't have data freebies. Have a look & tell me what you think? Update: I think I know why. Local sites aren't capped, I think. I did a speedtest to Singtel and it was about 64kbps. Update2: Scratch that. It seems that DiGi is not capping Speedtest's local servers. Everything else is probably capped at 64k. Update3: Music streaming is OK for Spotify, iTunes Radio & MyFM. Tests performed using Ookla Speedtest 3.6.1 on an iPhone 4 (No LTE, just 3G). CODE Date                   Down   Up     Latency 2/01/16 23:57   Cell   4357   1664   63 2/01/16 23:55   Cell   3137   1682   62 2/01/16 23:54   Cell   3363   1661   74 2/01/16 23:53   Cell   6161   1706   66 2/01/16 23:01   Cell   2656   1579   63 2/01/16 23:00   Cell   2360   1667   59 2/01/16 22:59   Cell   1980   1631   63 2/01/16 22:58   Cell   4981   1717   49 2/01/16 22:57   Cell   3965   1636   64 2/01/16 22:56   Cell   4462   1685   60 2/01/16 22:40   Cell   4858   1721   60 2/01/16 22:39   Cell   5139   1705   67 2/01/16 22:39   Cell   3008   1613   55 2/01/16 22:07   Cell   4555   1692   59 2/01/16 22:06   Cell   5296   1596   60 2/01/16 22:05   Cell   3947   1740   52 2/01/16 22:03   Cell   5741   1610   65 2/01/16 4:15	Cell	4745	1747	48 The above performed back at my house. 4-5 bars of signal CODE Date                   Down   Up     Latency 2/01/16 20:57    Cell   10    183    71 2/01/16 20:14    Cell   83    0      144 2/01/16 20:11    Cell   42    0      234 2/01/16 20:09    Cell   17    0      306 2/01/16 20:08    Cell   40    0      281 2/01/16 20:06    Cell   39    0      264 At a food court where I didn't realise that the signal was quite low at 1 bar. This post has been edited by soonwai : Jan 3 2016, 02:28 AM",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_46,"Tune Talk looks the best for me since it is mainly for calls backup and if I want data, I can subscribe and it will expire, rather than auto re-subscribe. Wish XPAX IOX in the past have this option. Most of them are auto re-subscribe. International roaming too which is a good option. Altel looks good for data but with the speech SMS and all. It looks funny. Personal perspective. Now need to look for an app for schedule Data Off",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_47,im Friendi user Data PAYU: 0.075/1MB Friends & Family: No Port-In Charges: RM5,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_48,"I've just recalled the reason for this. For the first month of subscription, IDD Internet club has idk how many of mb of high speed internet for 2 days, and it is only for the first month of subscription. EDIT: https://community.digi.com.my/t5/Prepaid/Di...-Club/td-p/2374 This post has been edited by wcypierre : Jan 5 2016, 09:17 PM",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_49,That's what I thought at first so I went checking for any indication of free hi-speed data in the USSD but couldn't find any. Anyway it's more than 2 days now so I will speedtest again and see if there's any change.,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_50,"the answer was given by a Community Manager so I guess it is credible? anyway, if it is slow for now then I guess it answers your question.",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_51,seems like the best is Digi. thanks for the info. currently on Umobile. maybe planning to change soon...,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_52,"If your usage is minimal, then the DiGi plan mentioned is good. If you use around 300 to 500mb per month then you can consider altel, tunetalk, xox. If 1gb monthly then umobile.",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_53,my usage is a bit minimal. but digi got flexible internet plan. so no need to worry. i case u need internet just subcribe on the spot.,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_54,It's only working for speedtest. I have tested it few times. Your quota won't be deducted. I have subscribed Digi's IIC since August 2015.,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_55,"if that's the case then you can consider digi, or tunetalk. Tunetalk has a lot of different data plans too like digi, and if you reload 50 then you will get extra 20",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_56,Is Tunetalk signal good ? Widely available ? Me most of de time based in klang valley itself...,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_57,guarantee very good 35%  Tunetalk share own by Celcom.,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_58,"Uses Celcom's network, widely available. Although my friend do complain that sometimes there's no signal at klang valley.",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_59,I believe you may have got it mixed up ... Altel's data plans does not auto renew. Altel offers only standalone data plans. Tunetalk's data plans will auto renew. Tunetalk offers both pure data-tatata plans and cun data plans (data+calls+sms).,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_60,It should be. That's where I first came across IDD Internet Club. Couldn't find any info on Digi's website other than this not very informative page: http://new.digi.com.my/cs/Satellite/ecomm_..._Best_Club_Indo Anyway did speedtest again and still giving hi-speeds. I guess it's safe to conclude that the Malaysian speedtest servers are not speed-capped to 64kbps.,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_61,"Yeah, you're right. Only local speedtest give the high speed.",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_62,"I subscribed to IDD Internet Club this morning, based on the review below that Waze is usable on a 64kbps mobile data connection. Funny, they didn't deduct the one-time subscription fee of RM10 from my credit balance. The validity of the IDDIC is up to 22/1/2026 (ten years) as shown on MyDigi account. When I do an Ookla Speedtest, it still shows 18Mbps download and 4Mbps upload. My smartphone has an LTE signal with full-bar. Yes, I tested out Waze, and found that it is indeed usable (within KL). Never missed a turn. I can also do Maybank2U, MyTeksi and UBER, all no problema at all. Whatsapp messaging and push notifications are near instantaneous. Whatsapp defaulted to not load videos on mobile data connections, which is fine. It is better than I expected. And all these capabilities on my smartphone for free. http://www.lowyat.net/2013/14007/living-on...k-prepaid-plan/",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_63,"@soonwai Thx TS! was searching for the best prepaid card for my kid's phone. Glad that found your thread, saved me (and others) few hours of works! Definitely will go for the Digi New Best v1 Prepaid Thanks",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_64,"I''m using DiGi postpaid. Last week bought Onexox as my backup, since got 28 months validity.",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_65,"welcome recommend to ur fren, get free topup",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_66,Pretty good guide. Thanks TS !,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_67,OK. FB wall full of Onexox punya iklan. Coverage cemana?,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_68,same as celcom....but internet speed mostly better than celcom...average onexox 3g speed 3-6Mbps,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_69,"Thanx I dun think of using the internet on Onexox, for now. Harap berguna bila masuk ke kawasan2 yg line DiGi tak cover",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_70,some people too lazy to read. always need spoon feed.,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_71,"supersayyaner i) check from digi website ii) u can buy the digi best prepaid card from digi center (normally cheaper, around RM8), Digi dealer sell more expensive iii) need IC when buying prepaid card. For IDD club, after u activated the new sim card, you need to key in the codes to active 365 validity and IDD club iv) after subscribe to IDD club, limit is 1GB, i don't think you will get charged after exceed this limit (pls double check)",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_72,"Yeah, it's pretty good isn't it. Same for me that the RM10 wasn't deducted from my credit. Mine is also valid for 10yrs. I think it's great. My daughter loves it. She has everything she needs. And I don't have to worry about reloading every month.",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_73,You're welcome. Glad you found it useful. Very economical plan for a young kid's phone. Basic data & validity for a whole year for less than RM40. To be honest I find it unbelievable that DiGi even allows such a combo to exist.,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_74,No problem.,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_75,"With the IDD Internet Club subscription, I can do GPS navigation, online banking transactions, hail a cab and Whatsapp, for free. That is more than 80% of the things I do on a smartphone. What more do I want?",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_76,"No problem lah. Always good to ask if you're not sure. Anyway for this IDDIC, it's not possible to get any info from the DiGi website. Only got one page with little info and a few posts from their forum and I couldn't find the TnC document for it. It's like a secret plan that DiGi don't want you to subscribe to. If you already have a prepaid card, you can also port-in. If you port-in at a DiGi Centre, it's free. No charges for sim card, nothing at all. Don't even need to topup. In fact Digi gives you RM0.01 credit with your new SIM card. LOL. You'll need at least RM43 in credit for the Super Long Life option to show up in the USSD menu. And of course make sure it's DiGi Best and not DiGi Smart Prepaid. This post has been edited by soonwai : Jan 28 2016, 04:28 PM",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_77,One more use case scenario would be for GPS trackers. How much are companies charging for one year? About 300-500? Granted that includes their website and database backend.,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_78,"Updated some use case scenarios. Can you think of more? Kids' or Parents Phone Backup phone Personal GPS Trackers Vehicle GPS Trackers Pet GPS Trackers Backup data link to router. (https://forum.lowyat.net/index.php?showtopic=2040480&view=findpost&p=78491727) This post has been edited by soonwai : Jan 28 2016, 04:34 PM",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_79,"Opera Mini Browser Opera Mini is a browser which recompresses websites especially images before downloading to your device. http://www.opera.com/mobile/mini Turn on ""Opera Mini"" mode and the image heavy web is actually usable on IDDIC 64kbps. IOS: https://itunes.apple.com/my/app/opera-mini-...d363729560?mt=8 Android: https://play.google.com/store/apps/details?...ni.native&hl=en WindowsPhone: http://www.windowsphone.com/en-us/store/ap...fb-9fc817cdab90",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_80,"if u have transport company or kereta sewa bisnes better go with gps tracking company service. proffesional service  not cheap yo. they monitor the tracking for you. if u diy type or just have a little thing to track, ori and good gred A clone traker brand come free with 1 year platform tracking service. gps tracker use too little data. 100mb last for few month.",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_81,can u watch youtube on 64kbps? hehhe,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_82,Thanks for the tip.,,,lowyat,lowyat/TelcoTalk
lowyat_3803865_83,"Only as a slideshow, only as a slideshow. :-)",,,lowyat,lowyat/TelcoTalk
lowyat_3803865_84,Just found out that web surfing using Opera Mini is very usable too. The 64kbps IDD Internet Club is a great mobile data investment.,,,lowyat,lowyat/TelcoTalk
